factor
"group_mean((open - high)/(returns - close), subindustry)"
"group_mean((open - close)/(adj_close - low), subindustry)"
"group_zscore(-(open - close)/(adj_close - low), subindustry)"
"group_rank(-(open - close)/(adj_close - low), subindustry)"
"group_mean(-(open - close)/(adj_close - low), subindustry)"
"group_zscore((open - close)/(adj_close - close), subindustry)"
"group_rank((open - close)/(adj_close - close), subindustry)"
"group_mean((open - close)/(adj_close - close), subindustry)"
"group_zscore(-(open - close)/(adj_close - close), subindustry)"
"group_rank(-(open - close)/(adj_close - close), subindustry)"
"group_mean(-(open - close)/(adj_close - close), subindustry)"
"group_zscore((open - close)/(adj_close - vwap), subindustry)"
"group_rank((open - close)/(adj_close - vwap), subindustry)"
"group_mean((open - close)/(adj_close - vwap), subindustry)"
"group_zscore(-(open - close)/(adj_close - vwap), subindustry)"
"group_rank(-(open - close)/(adj_close - vwap), subindustry)"
"group_mean(-(open - close)/(adj_close - vwap), subindustry)"
"group_zscore((open - close)/(adj_close - returns), subindustry)"
"group_rank((open - close)/(adj_close - returns), subindustry)"
"group_mean((open - close)/(adj_close - returns), subindustry)"
"group_zscore(-(open - close)/(adj_close - returns), subindustry)"
"group_rank(-(open - close)/(adj_close - returns), subindustry)"
"group_mean(-(open - close)/(adj_close - returns), subindustry)"
"group_zscore((open - vwap)/(open - high), subindustry)"
"group_rank((open - vwap)/(open - high), subindustry)"
"group_mean((open - vwap)/(open - high), subindustry)"
"group_zscore(-(open - vwap)/(open - high), subindustry)"
"group_rank(-(open - vwap)/(open - high), subindustry)"
"group_mean(-(open - vwap)/(open - high), subindustry)"
"group_zscore((open - vwap)/(open - low), subindustry)"
"group_rank((open - vwap)/(open - low), subindustry)"
"group_mean((open - vwap)/(open - low), subindustry)"
"group_zscore(-(open - vwap)/(open - low), subindustry)"
"group_rank(-(open - vwap)/(open - low), subindustry)"
"group_mean(-(open - vwap)/(open - low), subindustry)"
"group_zscore((open - vwap)/(open - close), subindustry)"
"group_rank((open - vwap)/(open - close), subindustry)"
"group_mean((open - vwap)/(open - close), subindustry)"
"group_zscore(-(open - vwap)/(open - close), subindustry)"
"group_rank(-(open - vwap)/(open - close), subindustry)"
"group_mean(-(open - vwap)/(open - close), subindustry)"
"group_zscore((open - vwap)/(open - vwap), subindustry)"
"group_rank((open - vwap)/(open - vwap), subindustry)"
"group_mean((open - vwap)/(open - vwap), subindustry)"
"group_zscore(-(open - vwap)/(open - vwap), subindustry)"
"group_rank(-(open - vwap)/(open - vwap), subindustry)"
"group_mean(-(open - vwap)/(open - vwap), subindustry)"
"group_zscore((open - vwap)/(open - returns), subindustry)"
"group_rank((open - vwap)/(open - returns), subindustry)"
"group_mean((open - vwap)/(open - returns), subindustry)"
"group_zscore(-(open - vwap)/(open - returns), subindustry)"
"group_rank(-(open - vwap)/(open - returns), subindustry)"
"group_mean(-(open - vwap)/(open - returns), subindustry)"
"group_zscore((open - vwap)/(open - adj_close), subindustry)"
"group_rank((open - vwap)/(open - adj_close), subindustry)"
"group_mean((open - vwap)/(open - adj_close), subindustry)"
"group_zscore(-(open - vwap)/(open - adj_close), subindustry)"
"group_rank(-(open - vwap)/(open - adj_close), subindustry)"
"group_mean(-(open - vwap)/(open - adj_close), subindustry)"
"group_zscore((open - vwap)/(high - open), subindustry)"
"group_rank((open - vwap)/(high - open), subindustry)"
"group_mean((open - vwap)/(high - open), subindustry)"
"group_zscore(-(open - vwap)/(high - open), subindustry)"
"group_rank(-(open - vwap)/(high - open), subindustry)"
"group_mean(-(open - vwap)/(high - open), subindustry)"
"group_zscore((open - vwap)/(high - low), subindustry)"
"group_rank((open - vwap)/(high - low), subindustry)"
"group_mean((open - vwap)/(high - low), subindustry)"
"group_zscore(-(open - vwap)/(high - low), subindustry)"
"group_rank(-(open - vwap)/(high - low), subindustry)"
"group_mean(-(open - vwap)/(high - low), subindustry)"
"group_zscore((open - vwap)/(high - close), subindustry)"
"group_rank((open - vwap)/(high - close), subindustry)"
"group_mean((open - vwap)/(high - close), subindustry)"
"group_zscore(-(open - vwap)/(high - close), subindustry)"
"group_rank(-(open - vwap)/(high - close), subindustry)"
"group_mean(-(open - vwap)/(high - close), subindustry)"
"group_zscore((open - vwap)/(high - vwap), subindustry)"
"group_rank((open - vwap)/(high - vwap), subindustry)"
"group_mean((open - vwap)/(high - vwap), subindustry)"
"group_zscore(-(open - vwap)/(high - vwap), subindustry)"
"group_rank(-(open - vwap)/(high - vwap), subindustry)"
"group_mean(-(open - vwap)/(high - vwap), subindustry)"
"group_zscore((open - vwap)/(high - returns), subindustry)"
"group_rank((open - vwap)/(high - returns), subindustry)"
"group_mean((open - vwap)/(high - returns), subindustry)"
"group_zscore(-(open - vwap)/(high - returns), subindustry)"
"group_rank(-(open - vwap)/(high - returns), subindustry)"
"group_mean(-(open - vwap)/(high - returns), subindustry)"
"group_zscore((open - vwap)/(high - adj_close), subindustry)"
"group_rank((open - vwap)/(high - adj_close), subindustry)"
"group_mean((open - vwap)/(high - adj_close), subindustry)"
"group_zscore(-(open - vwap)/(high - adj_close), subindustry)"
"group_rank(-(open - vwap)/(high - adj_close), subindustry)"
"group_mean(-(open - vwap)/(high - adj_close), subindustry)"
"group_zscore((open - vwap)/(low - open), subindustry)"
"group_rank((open - vwap)/(low - open), subindustry)"
"group_mean((open - vwap)/(low - open), subindustry)"
"group_zscore(-(open - vwap)/(low - open), subindustry)"
"group_rank(-(open - vwap)/(low - open), subindustry)"
"group_mean(-(open - vwap)/(low - open), subindustry)"
"group_zscore((open - vwap)/(low - high), subindustry)"
"group_rank((open - vwap)/(low - high), subindustry)"
"group_mean((open - vwap)/(low - high), subindustry)"
"group_zscore(-(open - vwap)/(low - high), subindustry)"
"group_rank(-(open - vwap)/(low - high), subindustry)"
"group_mean(-(open - vwap)/(low - high), subindustry)"
"group_zscore((open - vwap)/(low - close), subindustry)"
"group_rank((open - vwap)/(low - close), subindustry)"
"group_mean((open - vwap)/(low - close), subindustry)"
"group_zscore(-(open - vwap)/(low - close), subindustry)"
"group_rank(-(open - vwap)/(low - close), subindustry)"
"group_mean(-(open - vwap)/(low - close), subindustry)"
"group_zscore((open - vwap)/(low - vwap), subindustry)"
"group_rank((open - vwap)/(low - vwap), subindustry)"
"group_mean((open - vwap)/(low - vwap), subindustry)"
"group_zscore(-(open - vwap)/(low - vwap), subindustry)"
"group_rank(-(open - vwap)/(low - vwap), subindustry)"
"group_mean(-(open - vwap)/(low - vwap), subindustry)"
"group_zscore((open - vwap)/(low - returns), subindustry)"
"group_rank((open - vwap)/(low - returns), subindustry)"
"group_mean((open - vwap)/(low - returns), subindustry)"
"group_zscore(-(open - vwap)/(low - returns), subindustry)"
"group_rank(-(open - vwap)/(low - returns), subindustry)"
"group_mean(-(open - vwap)/(low - returns), subindustry)"
"group_zscore((open - vwap)/(low - adj_close), subindustry)"
"group_rank((open - vwap)/(low - adj_close), subindustry)"
"group_mean((open - vwap)/(low - adj_close), subindustry)"
"group_zscore(-(open - vwap)/(low - adj_close), subindustry)"
"group_rank(-(open - vwap)/(low - adj_close), subindustry)"
"group_mean(-(open - vwap)/(low - adj_close), subindustry)"
"group_zscore((open - vwap)/(close - open), subindustry)"
"group_rank((open - vwap)/(close - open), subindustry)"
"group_mean((open - vwap)/(close - open), subindustry)"
"group_zscore(-(open - vwap)/(close - open), subindustry)"
"group_rank(-(open - vwap)/(close - open), subindustry)"
"group_mean(-(open - vwap)/(close - open), subindustry)"
"group_zscore((open - vwap)/(close - high), subindustry)"
"group_rank((open - vwap)/(close - high), subindustry)"
"group_mean((open - vwap)/(close - high), subindustry)"
"group_zscore(-(open - vwap)/(close - high), subindustry)"
"group_rank(-(open - vwap)/(close - high), subindustry)"
"group_mean(-(open - vwap)/(close - high), subindustry)"
"group_zscore((open - vwap)/(close - low), subindustry)"
"group_rank((open - vwap)/(close - low), subindustry)"
"group_mean((open - vwap)/(close - low), subindustry)"
"group_zscore(-(open - vwap)/(close - low), subindustry)"
"group_rank(-(open - vwap)/(close - low), subindustry)"
"group_mean(-(open - vwap)/(close - low), subindustry)"
"group_zscore((open - vwap)/(close - vwap), subindustry)"
"group_rank((open - vwap)/(close - vwap), subindustry)"
"group_mean((open - vwap)/(close - vwap), subindustry)"
"group_zscore(-(open - vwap)/(close - vwap), subindustry)"
"group_rank(-(open - vwap)/(close - vwap), subindustry)"
"group_mean(-(open - vwap)/(close - vwap), subindustry)"
"group_zscore((open - vwap)/(close - returns), subindustry)"
"group_rank((open - vwap)/(close - returns), subindustry)"
"group_mean((open - vwap)/(close - returns), subindustry)"
"group_zscore(-(open - vwap)/(close - returns), subindustry)"
"group_rank(-(open - vwap)/(close - returns), subindustry)"
"group_mean(-(open - vwap)/(close - returns), subindustry)"
"group_zscore((open - vwap)/(close - adj_close), subindustry)"
"group_rank((open - vwap)/(close - adj_close), subindustry)"
"group_mean((open - vwap)/(close - adj_close), subindustry)"
"group_zscore(-(open - vwap)/(close - adj_close), subindustry)"
"group_rank(-(open - vwap)/(close - adj_close), subindustry)"
"group_mean(-(open - vwap)/(close - adj_close), subindustry)"
"group_zscore((open - vwap)/(vwap - open), subindustry)"
"group_rank((open - vwap)/(vwap - open), subindustry)"
"group_mean((open - vwap)/(vwap - open), subindustry)"
"group_zscore(-(open - vwap)/(vwap - open), subindustry)"
"group_rank(-(open - vwap)/(vwap - open), subindustry)"
"group_mean(-(open - vwap)/(vwap - open), subindustry)"
"group_zscore((open - vwap)/(vwap - high), subindustry)"
"group_rank((open - vwap)/(vwap - high), subindustry)"
"group_mean((open - vwap)/(vwap - high), subindustry)"
"group_zscore(-(open - vwap)/(vwap - high), subindustry)"
"group_rank(-(open - vwap)/(vwap - high), subindustry)"
"group_mean(-(open - vwap)/(vwap - high), subindustry)"
"group_zscore((open - vwap)/(vwap - low), subindustry)"
"group_rank((open - vwap)/(vwap - low), subindustry)"
"group_mean((open - vwap)/(vwap - low), subindustry)"
"group_zscore(-(open - vwap)/(vwap - low), subindustry)"
"group_rank(-(open - vwap)/(vwap - low), subindustry)"
"group_mean(-(open - vwap)/(vwap - low), subindustry)"
"group_zscore((open - vwap)/(vwap - close), subindustry)"
"group_rank((open - vwap)/(vwap - close), subindustry)"
"group_mean((open - vwap)/(vwap - close), subindustry)"
"group_zscore(-(open - vwap)/(vwap - close), subindustry)"
"group_rank(-(open - vwap)/(vwap - close), subindustry)"
"group_mean(-(open - vwap)/(vwap - close), subindustry)"
"group_zscore((open - vwap)/(vwap - returns), subindustry)"
"group_rank((open - vwap)/(vwap - returns), subindustry)"
"group_mean((open - vwap)/(vwap - returns), subindustry)"
"group_zscore(-(open - vwap)/(vwap - returns), subindustry)"
"group_rank(-(open - vwap)/(vwap - returns), subindustry)"
"group_mean(-(open - vwap)/(vwap - returns), subindustry)"
"group_zscore((open - vwap)/(vwap - adj_close), subindustry)"
"group_rank((open - vwap)/(vwap - adj_close), subindustry)"
"group_mean((open - vwap)/(vwap - adj_close), subindustry)"
"group_zscore(-(open - vwap)/(vwap - adj_close), subindustry)"
"group_rank(-(open - vwap)/(vwap - adj_close), subindustry)"
"group_mean(-(open - vwap)/(vwap - adj_close), subindustry)"
"group_zscore((open - vwap)/(returns - open), subindustry)"
"group_rank((open - vwap)/(returns - open), subindustry)"
"group_mean((open - vwap)/(returns - open), subindustry)"
"group_zscore(-(open - vwap)/(returns - open), subindustry)"
"group_rank(-(open - vwap)/(returns - open), subindustry)"
"group_mean(-(open - vwap)/(returns - open), subindustry)"
"group_zscore((open - vwap)/(returns - high), subindustry)"
"group_rank((open - vwap)/(returns - high), subindustry)"
"group_mean((open - vwap)/(returns - high), subindustry)"
"group_zscore(-(open - vwap)/(returns - high), subindustry)"
"group_rank(-(open - vwap)/(returns - high), subindustry)"
"group_mean(-(open - vwap)/(returns - high), subindustry)"
"group_zscore((open - vwap)/(returns - low), subindustry)"
"group_rank((open - vwap)/(returns - low), subindustry)"
"group_mean((open - vwap)/(returns - low), subindustry)"
"group_zscore(-(open - vwap)/(returns - low), subindustry)"
"group_rank(-(open - vwap)/(returns - low), subindustry)"
"group_mean(-(open - vwap)/(returns - low), subindustry)"
"group_zscore((open - vwap)/(returns - close), subindustry)"
"group_rank((open - vwap)/(returns - close), subindustry)"
"group_mean((open - vwap)/(returns - close), subindustry)"
"group_zscore(-(open - vwap)/(returns - close), subindustry)"
"group_rank(-(open - vwap)/(returns - close), subindustry)"
"group_mean(-(open - vwap)/(returns - close), subindustry)"
"group_zscore((open - vwap)/(returns - vwap), subindustry)"
"group_rank((open - vwap)/(returns - vwap), subindustry)"
"group_mean((open - vwap)/(returns - vwap), subindustry)"
"group_zscore(-(open - vwap)/(returns - vwap), subindustry)"
"group_rank(-(open - vwap)/(returns - vwap), subindustry)"
"group_mean(-(open - vwap)/(returns - vwap), subindustry)"
"group_zscore((open - vwap)/(returns - adj_close), subindustry)"
"group_rank((open - vwap)/(returns - adj_close), subindustry)"
"group_mean((open - vwap)/(returns - adj_close), subindustry)"
"group_zscore(-(open - vwap)/(returns - adj_close), subindustry)"
